21-Apr-2021,G,6,M,8400,A Hobson
21-Apr-2021,G,6,O,7560,M Gray
25-Apr-2021,A,1,M,1800,A Young
26-Apr-2021,M,1,M,1999,E Lively
26-Apr-2021,M,3,O,5127,F Stothers
27-Apr-2021,G,3,O,4050,I White
27-Apr-2021,G,12,M,15600,J Hernandez
27-Apr-2021,M,6,O,9714,M Shah
28-Apr-2021,A,6,O,8640,U Islam
29-Apr-2021,M,3,M,5697,L Croft
01-May-2021,G,3,M,4500,P Devi
01-May-2021,A,1,M,1800,L Knope
01-May-2021,A,1,M,1800,R Swanson
01-May-2021,M,1,M,1999,A Dwyer
03-May-2021,G,6,M,8400,B Chen
04-May-2021,M,12,O,18349,L Liu
05-May-2021,G,1,M,1600,P Rashad
05-May-2021,G,3,M,4500,R Perez
07-May-2021,A,3,O,4590,I Ahmed
08-May-2021,A,1,M,1800,D Smith
09-May-2021,M,1,M,1999,A Johnson
11-May-2021,M,3,O,5127,L O'Donnell
12-May-2021,G,1,M,1600,B Murphy
12-May-2021,G,3,M,4500,P Garcia
13-May-2021,G,3,O,4050,G Kaur
14-May-2021,A,6,O,8640,K Rodriguez
15-May-2021,A,6,M,9600,S Hassan
17-May-2021,A,1,M,1800,F Thompson
17-May-2021,A,1,M,1800,T Sanderson
18-May-2021,M,1,M,1999,S Oz
18-May-2021,M,1,M,1999,H Marsters
18-May-2021,M,1,M,1999,Z Summer
19-May-2021,M,1,M,1999,O Winters
20-May-2021,G,12,O,14040,W Dougherty
20-May-2021,A,12,M,18000,E Gray
21-May-2021,G,6,M,8400,A Jenkins
21-May-2021,G,6,O,7560,M Black
25-May-2021,A,1,M,1800,A Sawyers
26-May-2021,M,1,M,1999,J March
26-May-2021,M,3,O,5127,L Jordison
27-May-2021,G,3,O,4050,P Bates
27-May-2021,G,12,M,15600,C English
27-May-2021,M,6,O,9714,S Duncan
27-May-2021,G,3,O,4050,S Bayer
27-May-2021,G,12,M,15600,K Hersh
27-May-2021,M,6,O,9714,T Donelly
28-May-2021,A,6,O,8640,U Owens
28-May-2021,M,3,M,5697,D Singh
29-May-2021,A,1,M,1800,C Donovan
31-May-2021,M,1,M,1999,M Bering
31-May-2021,M,3,O,5127,H Wells
01-Jun-2021,M,12,O,18349,E Tanner
01-Jun-2021,G,1,M,1600,J Winterson
01-Jun-2021,G,3,M,4500,M Rahman
01-Jun-2021,A,3,O,4590,P Hussain
01-Jun-2021,A,1,M,1800,E Wren
01-Jun-2021,M,1,M,1999,H Carter
01-Jun-2021,M,3,O,5127,R Dawkins
01-Jun-2021,G,1,M,1600,H Hoover
01-Jun-2021,G,3,M,4500,R Parks
01-Jun-2021,A,1,M,1800,M King
01-Jun-2021,A,1,M,1800,A Perkins
01-Jun-2021,M,1,M,1999,N Fielding
03-Jun-2021,G,6,M,8400,P Leith
04-Jun-2021,M,12,O,18349,D Barrymore
05-Jun-2021,G,1,M,1600,C Diaz
05-Jun-2021,G,3,M,4500,M Lucas
07-Jun-2021,A,3,O,4590,P Hollywood
08-Jun-2021,A,1,M,1800,E Windsor
09-Jun-2021,M,1,M,1999,H Junkham
11-Jun-2021,M,3,O,5127,C Custy
12-Jun-2021,G,1,M,1600,M Millar
12-Jun-2021,G,3,M,4500,P Miller
13-Jun-2021,G,3,O,4050,D Russell
14-Jun-2021,A,6,O,8640,R Harty
15-Jun-2021,A,6,M,9600,D Narcizo
17-Jun-2021,A,1,M,1800,L Langston
17-Jun-2021,A,1,M,1800,B Francis
18-Jun-2021,M,1,M,1999,K Deal
18-Jun-2021,M,1,M,1999,J Santiago
18-Jun-2021,M,1,M,1999,C Watson
19-Jun-2021,M,1,M,1999,B Campbell
20-Jun-2021,G,12,O,14040,L Lawless
20-Jun-2021,A,12,M,18000,R O'Connor
20-Jun-2021,M,1,M,1999,S Sanchez
20-Jun-2021,M,3,O,5127,J Hackett
20-Jun-2021,G,3,O,4050,D Maguire
20-Jun-2021,G,12,M,15600,D Dobson
20-Jun-2021,M,6,O,9714,G King
20-Jun-2021,G,3,O,4050,J Smith
21-Jun-2021,G,6,M,8400,S Thomas
21-Jun-2021,G,6,O,7560,L Lowenstein
21-Jun-2021,A,6,M,9600,D Harry
21-Jun-2021,A,1,M,1800,J Lydon
21-Jun-2021,A,1,M,1800,P Cook
21-Jun-2021,M,1,M,1999,E Bell
21-Jun-2021,M,1,M,1999,J Bailey
25-Jun-2021,A,1,M,1800,A Sanchez
26-Jun-2021,M,1,M,1999,S Graf
26-Jun-2021,M,3,O,5127,P Latimer
27-Jun-2021,G,3,O,4050,N Tuffnell
27-Jun-2021,G,12,M,15600,D St Hubbins
27-Jun-2021,M,6,O,9714,A Huston
27-Jun-2021,G,3,O,4050,J Kelly
27-Jun-2021,G,12,M,15600,T Fay
27-Jun-2021,M,6,O,9714,B Fantana
28-Jun-2021,A,6,O,8640,R Burgundy
28-Jun-2021,M,3,M,5697,D Lovering
28-Jun-2021,A,1,M,1800,P Parker
28-Jun-2021,M,1,M,1999,S Strange
28-Jun-2021,M,3,O,5127,T Swinton
01-Jul-2021,G,3,M,4500,A Tan
03-Jul-2021,G,6,M,8400,B Smith
04-Jul-2021,M,12,O,18349,L Perkins
07-Jul-2021,A,3,O,4590,J King
08-Jul-2021,A,1,M,1800,H Singh
09-Jul-2021,M,1,M,1999,A Khan
11-Jul-2021,M,3,O,5127,L Li
12-Jul-2021,G,1,M,1600,B Scott
12-Jul-2021,G,3,M,4500,P Pepper
13-Jul-2021,G,3,O,4050,G Robb
14-Jul-2021,A,6,O,8640,K Ali
15-Jul-2021,A,6,M,9600,S Townsend
17-Jul-2021,A,1,M,1800,T Thompson
18-Jul-2021,M,1,M,1999,Z Fitzgerald
19-Jul-2021,M,1,M,1999,O Newton
20-Jul-2021,G,12,O,14040,W Williams
20-Jul-2021,A,12,M,18000,Y Gray
21-Jul-2021,G,6,M,8400,A Hobson
21-Jul-2021,G,6,O,7560,M Gray
25-Jul-2021,A,1,M,1800,A Young
26-Jul-2021,M,1,M,1999,E Lively
26-Jul-2021,M,3,O,5127,F Stothers
27-Jul-2021,G,3,O,4050,I White
27-Jul-2021,G,12,M,15600,J Hernandez
27-Jul-2021,M,6,O,9714,M Shah
28-Jul-2021,A,6,O,8640,U Islam
29-Jul-2021,M,3,M,5697,L Croft
01-Aug-2021,G,3,M,4500,P Devi
02-Aug-2021,A,1,M,1800,L Knope
02-Aug-2021,A,1,M,1800,R Swanson
02-Aug-2021,M,1,M,1999,A Dwyer
03-Aug-2021,G,6,M,8400,B Chen
04-Aug-2021,M,12,O,18349,L Liu
05-Aug-2021,G,1,M,1600,P Rashad
05-Aug-2021,G,3,M,4500,R Perez
07-Aug-2021,A,3,O,4590,I Ahmed
08-Aug-2021,A,1,M,1800,D Smith
09-Aug-2021,M,1,M,1999,A Johnson
11-Aug-2021,M,3,O,5127,L O'Donnell
11-Aug-2021,G,1,M,1600,B Murphy
12-Aug-2021,G,3,M,4500,P Garcia
13-Aug-2021,G,3,O,4050,G Kaur
14-Aug-2021,A,6,O,8640,K Rodriguez
15-Aug-2021,A,6,M,9600,S Hassan
16-Aug-2021,A,1,M,1800,F Thompson
17-Aug-2021,A,1,M,1800,T Sanderson
18-Aug-2021,M,1,M,1999,S Oz
18-Aug-2021,M,1,M,1999,H Marsters
18-Aug-2021,M,1,M,1999,Z Summer
19-Aug-2021,M,1,M,1999,O Winters
20-Aug-2021,G,12,O,14040,W Dougherty
20-Aug-2021,A,12,M,18000,E Gray
21-Aug-2021,G,6,M,8400,A Jenkins
21-Aug-2021,G,6,O,7560,M Black
25-Aug-2021,A,1,M,1800,A Sawyers
26-Aug-2021,M,1,M,1999,J March
26-Aug-2021,M,3,O,5127,L Jordison
27-Aug-2021,G,3,O,4050,P Bates
27-Aug-2021,G,12,M,15600,C English
27-Aug-2021,M,6,O,9714,S Duncan
27-Aug-2021,G,3,O,4050,S Bayer
27-Aug-2021,G,12,M,15600,K Hersh
27-Aug-2021,M,6,O,9714,T Donelly
28-Aug-2021,A,6,O,8640,U Owens
28-Aug-2021,M,3,M,5697,D Singh
28-Aug-2021,A,1,M,1800,C Donovan
28-Aug-2021,M,1,M,1999,M Bering
28-Aug-2021,M,3,O,5127,H Wells
01-Aug-2021,M,12,O,18349,E Tanner
01-Aug-2021,G,1,M,1600,J Winterson
01-Aug-2021,G,3,M,4500,M Rahman
01-Aug-2021,A,3,O,4590,P Hussain
01-Aug-2021,A,1,M,1800,E Wren
01-Aug-2021,M,1,M,1999,H Carter
01-Aug-2021,M,3,O,5127,R Dawkins
01-Aug-2021,G,1,M,1600,H Hoover
01-Aug-2021,G,3,M,4500,R Parks
01-Aug-2021,A,1,M,1800,M King
02-Aug-2021,A,1,M,1800,A Perkins
02-Aug-2021,M,1,M,1999,N Fielding
03-Aug-2021,G,6,M,8400,P Leith
04-Aug-2021,M,12,O,18349,D Barrymore
05-Aug-2021,G,1,M,1600,C Diaz
05-Aug-2021,G,3,M,4500,M Lucas
07-Aug-2021,A,3,O,4590,P Hollywood
08-Aug-2021,A,1,M,1800,E Windsor
09-Aug-2021,M,1,M,1999,H Augkham
11-Aug-2021,M,3,O,5127,C Custy
12-Aug-2021,G,1,M,1600,M Millar
12-Aug-2021,G,3,M,4500,P Miller
13-Aug-2021,G,3,O,4050,D Russell
14-Aug-2021,A,6,O,8640,R Harty
15-Aug-2021,A,6,M,9600,D Narcizo
17-Aug-2021,A,1,M,1800,L Langston
17-Aug-2021,A,1,M,1800,B Francis
18-Aug-2021,M,1,M,1999,K Deal
18-Aug-2021,M,1,M,1999,J Santiago
18-Aug-2021,M,1,M,1999,C Watson
19-Aug-2021,M,1,M,1999,B Campbell
19-Aug-2021,G,12,O,14040,L Lawless
19-Aug-2021,A,12,M,18000,R O'Connor
20-Aug-2021,M,1,M,1999,S Sanchez
20-Aug-2021,M,3,O,5127,J Hackett
20-Aug-2021,G,3,O,4050,D Maguire
20-Aug-2021,G,12,M,15600,D Dobson
20-Aug-2021,M,6,O,9714,G King
21-Aug-2021,G,3,O,4050,J Smith
21-Aug-2021,G,6,M,8400,S Thomas
21-Aug-2021,G,6,O,7560,L Lowenstein
21-Aug-2021,A,6,M,9600,D Harry
21-Aug-2021,A,1,M,1800,J Lydon
21-Aug-2021,A,1,M,1800,P Cook
22-Aug-2021,M,1,M,1999,E Bell
22-Aug-2021,M,1,M,1999,J Bailey
25-Aug-2021,A,1,M,1800,A Sanchez
26-Aug-2021,M,1,M,1999,S Graf
26-Aug-2021,M,3,O,5127,P Latimer
26-Aug-2021,G,3,O,4050,N Tuffnell
27-Aug-2021,G,12,M,15600,D St Hubbins
27-Aug-2021,M,6,O,9714,A Huston
27-Aug-2021,G,3,O,4050,J Kelly
27-Aug-2021,G,12,M,15600,T Fay
27-Aug-2021,M,6,O,9714,B Fantana
28-Aug-2021,A,6,O,8640,R Burgundy
29-Aug-2021,M,3,M,5697,D Lovering
30-Aug-2021,A,1,M,1800,P Parker
31-Aug-2021,M,1,M,1999,S Strange
31-Aug-2021,M,3,O,5127,T Swinton
01-Sep-2021,G,3,M,4500,P Devi
01-Sep-2021,A,1,M,1800,L Knope
01-Sep-2021,A,1,M,1800,R Swanson
01-Sep-2021,M,1,M,1999,A Dwyer
03-Sep-2021,G,6,M,8400,B Chen
04-Sep-2021,M,12,O,18349,L Liu
05-Sep-2021,G,1,M,1600,P Rashad
05-Sep-2021,G,3,M,4500,R Perez
07-Sep-2021,A,3,O,4590,I Ahmed
08-Sep-2021,A,1,M,1800,D Smith
09-Sep-2021,M,1,M,1999,A Johnson
11-Sep-2021,M,3,O,5127,L O'Donnell
12-Sep-2021,G,1,M,1600,B Murphy
12-Sep-2021,G,3,M,4500,P Garcia
13-Sep-2021,G,3,O,4050,G Kaur
14-Sep-2021,A,6,O,8640,K Rodriguez
15-Sep-2021,A,6,M,9600,S Hassan
17-Sep-2021,A,1,M,1800,F Thompson
17-Sep-2021,A,1,M,1800,T Sanderson
18-Sep-2021,M,1,M,1999,S Oz
18-Sep-2021,M,1,M,1999,H Marsters
18-Sep-2021,M,1,M,1999,Z Summer
19-Sep-2021,M,1,M,1999,O Winters
20-Sep-2021,G,12,O,14040,W Dougherty
20-Sep-2021,A,12,M,18000,E Gray
21-Sep-2021,G,6,M,8400,A Jenkins
21-Sep-2021,G,6,O,7560,M Black
25-Sep-2021,A,1,M,1800,A Sawyers
26-Sep-2021,M,1,M,1999,J March
26-Sep-2021,M,3,O,5127,L Jordison
27-Sep-2021,G,3,O,4050,P Bates
27-Sep-2021,G,12,M,15600,C English
27-Sep-2021,M,6,O,9714,S Duncan
27-Sep-2021,G,3,O,4050,S Bayer
27-Sep-2021,G,12,M,15600,K Hersh
27-Sep-2021,M,6,O,9714,T Donelly
28-Sep-2021,A,6,O,8640,U Owens
28-Sep-2021,M,3,M,5697,D Singh
29-Sep-2021,A,1,M,1800,C Donovan
30-Sep-2021,M,1,M,1999,M Bering
30-Sep-2021,M,3,O,5127,H Wells
01-Oct-2021,M,12,O,18349,E Tanner
01-Oct-2021,G,1,M,1600,J Winterson
01-Oct-2021,G,3,M,4500,M Rahman
01-Oct-2021,A,3,O,4590,P Hussain
01-Oct-2021,A,1,M,1800,E Wren
01-Oct-2021,M,1,M,1999,H Carter
01-Oct-2021,M,3,O,5127,R Dawkins
01-Oct-2021,G,1,M,1600,H Hoover
01-Oct-2021,G,3,M,4500,R Parks
01-Oct-2021,A,1,M,1800,M King
01-Oct-2021,A,1,M,1800,A Perkins
01-Oct-2021,M,1,M,1999,N Fielding
03-Oct-2021,G,6,M,8400,P Leith
04-Oct-2021,M,12,O,18349,D Barrymore
05-Oct-2021,G,1,M,1600,C Diaz
05-Oct-2021,G,3,M,4500,M Lucas
07-Oct-2021,A,3,O,4590,P Hollywood
08-Oct-2021,A,1,M,1800,E Windsor
09-Oct-2021,M,1,M,1999,H Octkham
11-Oct-2021,M,3,O,5127,C Custy
12-Oct-2021,G,1,M,1600,M Millar
12-Oct-2021,G,3,M,4500,P Miller
13-Oct-2021,G,3,O,4050,D Russell
14-Oct-2021,A,6,O,8640,R Harty
15-Oct-2021,A,6,M,9600,D Narcizo
17-Oct-2021,A,1,M,1800,L Langston
17-Oct-2021,A,1,M,1800,B Francis
18-Oct-2021,M,1,M,1999,K Deal
18-Oct-2021,M,1,M,1999,J Santiago
18-Oct-2021,M,1,M,1999,C Watson
19-Oct-2021,M,1,M,1999,B Campbell
20-Oct-2021,G,12,O,14040,L Lawless
20-Oct-2021,A,12,M,18000,R O'Connor
20-Oct-2021,M,1,M,1999,S Sanchez
20-Oct-2021,M,3,O,5127,J Hackett
20-Oct-2021,G,3,O,4050,D Maguire
20-Oct-2021,G,12,M,15600,D Dobson
20-Oct-2021,M,6,O,9714,G King
20-Oct-2021,G,3,O,4050,J Smith
21-Oct-2021,G,6,M,8400,S Thomas
21-Oct-2021,G,6,O,7560,L Lowenstein
21-Oct-2021,A,6,M,9600,D Harry
21-Oct-2021,A,1,M,1800,J Lydon
21-Oct-2021,A,1,M,1800,P Cook
21-Oct-2021,M,1,M,1999,E Bell
21-Oct-2021,M,1,M,1999,J Bailey
25-Oct-2021,A,1,M,1800,A Sanchez
26-Oct-2021,M,1,M,1999,S Graf
26-Oct-2021,M,3,O,5127,P Latimer
27-Oct-2021,G,3,O,4050,N Tuffnell
27-Oct-2021,G,12,M,15600,D St Hubbins
27-Oct-2021,M,6,O,9714,A Huston
27-Oct-2021,G,3,O,4050,J Kelly
27-Oct-2021,G,12,M,15600,T Fay
27-Oct-2021,M,6,O,9714,B Fantana
28-Oct-2021,A,6,O,8640,R Burgundy
28-Oct-2021,M,3,M,5697,D Lovering
28-Oct-2021,A,1,M,1800,P Parker
28-Oct-2021,M,1,M,1999,S Strange
28-Oct-2021,M,3,O,5127,T Swinton
01-Nov-2021,G,3,M,4500,A Tan
03-Nov-2021,G,6,M,8400,B Smith
04-Nov-2021,M,12,O,18349,L Perkins
07-Nov-2021,A,3,O,4590,J King
08-Nov-2021,A,1,M,1800,H Singh
09-Nov-2021,M,1,M,1999,A Khan
11-Nov-2021,M,3,O,5127,L Li
12-Nov-2021,G,1,M,1600,B Scott
12-Nov-2021,G,3,M,4500,P Pepper
13-Nov-2021,G,3,O,4050,G Robb
14-Nov-2021,A,6,O,8640,K Ali
15-Nov-2021,A,6,M,9600,S Townsend
17-Nov-2021,A,1,M,1800,T Thompson
18-Nov-2021,M,1,M,1999,Z Fitzgerald
19-Nov-2021,M,1,M,1999,O Newton
20-Nov-2021,G,12,O,14040,W Williams
20-Nov-2021,A,12,M,18000,Y Gray
21-Nov-2021,G,6,M,8400,A Hobson
21-Nov-2021,G,6,O,7560,M Gray
25-Nov-2021,A,1,M,1800,A Young
26-Nov-2021,M,1,M,1999,E Lively
26-Nov-2021,M,3,O,5127,F Stothers
27-Nov-2021,G,3,O,4050,I White
27-Nov-2021,G,12,M,15600,J Hernandez
27-Nov-2021,M,6,O,9714,M Shah
28-Nov-2021,A,6,O,8640,U Islam
29-Nov-2021,M,3,M,5697,L Croft
02-Dec-2021,A,1,M,1800,L Knope
02-Dec-2021,A,1,M,1800,R Swanson
02-Dec-2021,M,1,M,1999,A Dwyer
03-Dec-2021,G,6,M,8400,B Chen
04-Dec-2021,M,12,O,18349,L Liu
05-Dec-2021,G,1,M,1600,P Rashad
05-Dec-2021,G,3,M,4500,R Perez
07-Dec-2021,A,3,O,4590,I Ahmed
08-Dec-2021,A,1,M,1800,D Smith
09-Dec-2021,M,1,M,1999,A Johnson
11-Dec-2021,M,3,O,5127,L O'Donnell
11-Dec-2021,G,1,M,1600,B Murphy
12-Dec-2021,G,3,M,4500,P Garcia
13-Dec-2021,G,3,O,4050,G Kaur
14-Dec-2021,A,6,O,8640,K Rodriguez
15-Dec-2021,A,6,M,9600,S Hassan
16-Dec-2021,A,1,M,1800,F Thompson
17-Dec-2021,A,1,M,1800,T Sanderson
18-Dec-2021,M,1,M,1999,S Oz
18-Dec-2021,M,1,M,1999,H Marsters
18-Dec-2021,M,1,M,1999,Z Summer
19-Dec-2021,M,1,M,1999,O Winters
20-Dec-2021,G,12,O,14040,W Dougherty
20-Dec-2021,A,12,M,18000,E Gray
21-Dec-2021,G,6,M,8400,A Jenkins
21-Dec-2021,G,6,O,7560,M Black
25-Dec-2021,A,1,M,1800,A Sawyers
26-Dec-2021,M,1,M,1999,J March
26-Dec-2021,M,3,O,5127,L Jordison
27-Dec-2021,G,3,O,4050,P Bates
27-Dec-2021,G,12,M,15600,C English
27-Dec-2021,G,12,M,15600,K Hersh
27-Dec-2021,M,6,O,9714,T Donelly
28-Dec-2021,A,6,O,8640,U Owens
28-Dec-2021,M,3,M,5697,D Singh
28-Dec-2021,A,1,M,1800,C Donovan
28-Dec-2021,M,1,M,1999,M Bering
28-Dec-2021,M,3,O,5127,H Wells
